suitability_summary_id,suitability_report_id,portfolio_id,allocation_model_id,has_drifted,description,rebalanced
38707,458,TAMF01358,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38708,458,TAMF01360,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38709,458,TAMF01362,Growth / FF 5 GBP (LifeCo Custody),False,,False
38710,458,TAMF01364,Growth / FF 5 GBP,False,,False
38711,458,TAMF01365,EU Cautious GBP,True,"assetClass_Equity, risk drift, tracking error drift",False
38712,458,TAMF01366,Balanced / FF 4 GBP,False,,False
38713,458,TAMF01367,Balanced / FF 4 GBP,False,,False
38714,458,TAMF01368,Balanced / FF 4 GBP,False,,False
38715,458,TAMF01368i,Balanced / FF 4 GBP,False,,False
38716,458,TAMF01370,Cautious / FF 3 GBP,False,,False
38717,458,TAMF01371,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38718,458,TAMF01372,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38719,458,TAMF01373,Cautious / FF 3 GBP,False,,False
38720,458,TAMF01374i,Growth / FF 5 GBP,False,,False
38721,458,TAMF01378,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38722,458,TAMF01384i,Balanced / FF 4 GBP,False,,False
38723,458,TAMF01385i,Balanced / FF 4 GBP,False,,False
38724,458,TAMF01386i,Balanced / FF 4 GBP,False,,False
38725,458,TAMF01387,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38726,458,TAMF01388,Balanced / FF 4 GBP,False,,False
38727,458,TAMF01389i,Balanced / FF 4 GBP,False,,False
38728,458,TAMF01390,Balanced / FF 4 GBP,False,,False
38729,458,TAMF01391,Balanced / FF 4 GBP,False,,False
38730,458,TAMF01391i,Balanced / FF 4 GBP,False,,False
38731,458,TAMF01392,Balanced / FF 4 GBP (LifeCo Custody),False,,False
38732,458,TAMF01393i,Defensive / FF 2 GBP,False,,False
38733,458,TAMF01395,Balanced / FF 4 GBP,False,,False
38734,458,TAMF01395i,Balanced / FF 4 GBP,False,,False
38735,458,TAMF01396i,Balanced / FF 4 GBP,False,,False
38736,458,TAMF01397i,Balanced / FF 4 GBP,False,,False
38737,458,TAMF01398,Balanced / FF 4 GBP,False,,False
38738,458,TAMF01399i,Cautious / FF 3 GBP,False,,False
38739,458,TAMF01400,Growth / FF 5 GBP (LifeCo Custody),True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38740,458,TAMF01401,Cautious / FF 3 GBP,False,,False
38741,458,TAMF01402,Balanced / FF 4 GBP (LifeCo Custody),True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38742,458,TAMF01403,Balanced / FF 4 GBP,False,,False
38743,458,TAMF01404,Focus Cautious / FF Lite 3 GBP,True,", tracking error drift",False
38744,458,TAMF01405,Balanced / FF 4 GBP,False,,False
38745,458,TAMF01406,Balanced / FF 4 GBP,False,,False
38746,458,TAMF01407i,Balanced / FF 4 GBP,False,,False
38747,458,TAMF01408,Balanced / FF 4 GBP,False,,False
38748,458,TAMF01409,Balanced / FF 4 GBP,False,,False
38749,458,TAMF01410i,Balanced / FF 4 GBP,False,,False
38750,458,TAMF01411,Balanced / FF 4 GBP,False,,False
38751,458,TAMF01412i,Adventurous / FF 6 GBP,False,,False
38752,458,TAMF01413i,Growth / FF 5 GBP,False,,False
38753,458,TAMF01414i,Growth / FF 5 GBP,False,,False
38754,458,TAMF01415,Defensive / FF 2 GBP,False,,False
38755,458,TAMF01416,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38756,458,TAMF01417i,Balanced / FF 4 GBP,False,,False
38757,458,TAMF01418i,Balanced / FF 4 GBP,False,,False
38758,458,TAMF01419,Growth / FF 5 GBP,False,,False
38759,458,TAMF01421,Focus Balanced / FF Lite 4 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38760,458,TAMF01424,Balanced / FF 4 GBP,False,,False
38761,458,TAMF01424i,Balanced / FF 4 GBP,False,,False
38762,458,TAMF01425,Balanced / FF 4 GBP,False,,False
38763,458,TAMF01425i,Balanced / FF 4 GBP,False,,False
38764,458,TAMF01426,Cautious / FF 3 GBP,False,,False
38765,458,TAMF01428,Balanced / FF 4 GBP,False,,False
38766,458,TAMF01429,ESG Growth GBP,False,,False
38767,458,TAMF01431,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38768,458,TAMF01433,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38769,458,TAMF01434,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38770,458,TAMF01435,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38771,458,TAMF01436,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38772,458,TAMF01437,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38773,458,TAMF01439i,Balanced / FF 4 GBP,False,,False
38774,458,TAMF01440,Focus Balanced / FF Lite 4 GBP,False,,False
38775,458,TAMF051006,Focus Balanced / FF Lite 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38776,458,TAMF1037,Growth / FF 5 GBP,False,,False
38777,458,TAMF1045i,Balanced / FF 4 GBP,False,,False
38778,458,TAMF1046i,Balanced / FF 4 GBP,False,,False
38779,458,TAMF1160AP,Cautious / FF 3 GBP,False,,False
38780,458,TAMFF4002i,ESG Balanced GBP,False,,False
38781,458,TAMFF4003i,Balanced / FF 4 GBP,False,,False
38782,458,TAMFF4004i,Balanced / FF 4 GBP,False,,False
38783,458,TAMFF4005i,Balanced / FF 4 GBP,False,,False
38784,458,TAMFF4007i,Balanced / FF 4 GBP,False,,False
38785,458,TAMFF4010i,Balanced / FF 4 GBP,False,,False
38786,458,TAMFF4011,Balanced / FF 4 GBP,False,,False
38787,458,TAMFF4011i,Balanced / FF 4 GBP,False,,False
38788,458,TAMFF4013,Balanced / FF 4 GBP,False,,False
38789,458,TAMFF4014i,Growth / FF 5 GBP,False,,False
38790,458,TAMFF4015i,Balanced / FF 4 GBP,False,,False
38791,458,TAMFF4016i,Growth / FF 5 GBP,False,,False
38792,458,TAMFF4017i,Balanced / FF 4 GBP,False,,False
38793,458,TAMFF4018i,Balanced / FF 4 GBP,False,,False
38794,458,TAMFF4020i,Balanced / FF 4 GBP,False,,False
38795,458,TAMFF4021i,Adventurous / FF 6 GBP,False,,False
38796,458,TAMFF4022,Growth / FF 5 GBP,False,,False
38797,458,TAMFF4023i,Balanced / FF 4 GBP,False,,False
38798,458,TAMFF4024i,Balanced / FF 4 GBP,False,,False
38799,458,TAMFF4029i,ESG Balanced GBP,False,,False
38800,458,TAMFF4030i,Cautious / FF 3 GBP,False,,False
38801,458,TAMFF4031i,Balanced / FF 4 GBP,False,,False
38802,458,TAMFF4032i,Balanced / FF 4 GBP,False,,False
38803,458,TAMFF4035,Growth / FF 5 GBP,False,,False
38804,458,TAMFF4036,Growth / FF 5 GBP,False,,False
38805,458,TAMFF4037i,Balanced / FF 4 GBP,False,,False
38806,458,TAMFF4038i,Growth / FF 5 GBP,False,,False
38807,458,TAMFF4039i,Growth / FF 5 GBP,False,,False
38808,458,TAMFF4040,Adventurous / FF 6 GBP,False,,False
38809,458,TAMFF4041,Balanced / FF 4 GBP,False,,False
38810,458,TAMFF4042i,Growth / FF 5 GBP,False,,False
38811,458,TAMFF4043i,Balanced / FF 4 GBP,False,,False
38812,458,TAMFF4047i,Balanced / FF 4 GBP,False,,False
38813,458,TAMFF4050,ESG Balanced GBP,False,,False
38814,458,TAMFF4051,Balanced / FF 4 GBP,False,,False
38815,458,TAMFF4052,Growth / FF 5 GBP,False,,False
38816,458,TAMFF4055,Adventurous / FF 6 GBP,False,,False
38817,458,TAMFF4060i,Growth / FF 5 GBP,False,,False
38818,458,TAMFF4061,Balanced / FF 4 GBP,False,,False
38819,458,TAMFF4062i,Growth / FF 5 GBP,False,,False
38820,458,TAMFF4069,Adventurous / FF 6 GBP,False,,False
38821,458,TAMFF4070,ESG Growth GBP,False,,False
38822,458,TAMFF4073,Balanced / FF 4 GBP,False,,False
38823,458,TAMFF4074,Growth / FF 5 GBP,False,,False
38824,458,TAMFF4075i,Growth / FF 5 GBP,False,,False
38825,458,TAMFF4077i,Balanced / FF 4 GBP,False,,False
38826,458,TAMFF4078i,Growth / FF 5 GBP,False,,False
38827,458,TAMFF4080,Balanced / FF 4 GBP,False,,False
38828,458,TAMFF4081,Growth / FF 5 GBP,False,,False
38829,458,TAMFF4082,ESG Balanced GBP,False,,False
38830,458,TAMFF4083,Balanced / FF 4 GBP,False,,False
38831,458,TAMFF4084,Balanced / FF 4 GBP,False,,False
38832,458,TAMFF4085i,Balanced / FF 4 GBP,False,,False
38833,458,TAMFF4086i,Balanced / FF 4 GBP,False,,False
38834,458,TAMFF4087,Balanced / FF 4 GBP,False,,False
38835,458,TAMFF4089,Cautious / FF 3 GBP,False,,False
38836,458,TAMFF4092i,Balanced / FF 4 GBP,False,,False
38837,458,TAMFF4093i,Balanced / FF 4 GBP,False,,False
38838,458,TAMFF4098,Cautious / FF 3 GBP,False,,False
38839,458,TAMFF4101,ESG Growth GBP,True,assetClass_Equity,False
38840,458,TAMFF4102i,ESG Growth GBP,True,assetClass_Equity,False
38841,458,TAMFF4109,ESG Balanced GBP,False,,False
38842,458,TAMFF4110,Balanced / FF 4 GBP,False,,False
38843,458,TAMFF4112i,Balanced / FF 4 GBP,False,,False
38844,458,TAMFF4114i,Balanced / FF 4 GBP,False,,False
38845,458,TAMFF4115,Adventurous / FF 6 GBP,False,,False
38846,458,TAMFF4116,Balanced / FF 4 GBP,False,,False
38847,458,TAMFF4117,Balanced / FF 4 GBP,False,,False
38848,458,TAMFF4127,Adventurous / FF 6 GBP,False,,False
38849,458,TAMFF4128i,ESG Adventurous GBP,False,,False
38850,458,TAMFF4129,ESG Growth GBP,False,,False
38851,458,TAMFF4133i,Balanced / FF 4 GBP,False,,False
38852,458,TAMFF4134,Balanced / FF 4 GBP,False,,False
38853,458,TAMFF4135i,Balanced / FF 4 GBP,False,,False
38854,458,TAMFF4136,Balanced / FF 4 GBP,False,,False
38855,458,TAMFF4137i,Balanced / FF 4 GBP,False,,False
38856,458,TAMFF4139i,Cautious / FF 3 GBP,False,,False
38857,458,TAMFF4140,Speculative / FF 7 GBP,False,,False
38858,458,TAMFF4141i,Speculative / FF 7 GBP,False,,False
38859,458,TAMFF4142i,Balanced / FF 4 GBP,False,,False
38860,458,TAMFF4147,Balanced / FF 4 GBP,False,,False
38861,458,TAMFF4151i,Balanced / FF 4 GBP,False,,False
38862,458,TAMFF4152,Adventurous / FF 6 GBP,False,,False
38863,458,TAMFF4153,Balanced / FF 4 GBP,False,,False
38864,458,TAMFF4154,ESG Defensive GBP,False,,False
38865,458,TAMFF4155i,ESG Defensive GBP,False,,False
38866,458,TAMFF4156i,Cautious / FF 3 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38867,458,TAMFF4157i,Cautious / FF 3 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38868,458,TAMFF4158,ESG Balanced GBP,False,,False
38869,458,TAMFF4159i,ESG Balanced GBP,False,,False
38870,458,TAMFF4160,ESG Balanced GBP,False,,False
38871,458,TAMFF4163,Balanced / FF 4 GBP,False,,False
38872,458,TAMFF4164i,Balanced / FF 4 GBP,False,,False
38873,458,TAMFF4165,ESG Growth GBP,False,,False
38874,458,TAMFF4166,Growth / FF 5 GBP,False,,False
38875,458,TAMFF4167,Balanced / FF 4 GBP,False,,False
38876,458,TAMFF4168,Adventurous / FF 6 GBP,False,,False
38877,458,TAMFF4169,Balanced / FF 4 GBP,False,,False
38878,458,TAMFF4171,Balanced / FF 4 GBP,False,,False
38879,458,TAMFF4174,Growth / FF 5 GBP,False,,False
38880,458,TAMFF4176,Balanced / FF 4 GBP,False,,False
38881,458,TAMFF4177i,Growth / FF 5 GBP,False,,False
38882,458,TAMFF4179,Balanced / FF 4 GBP,False,,False
38883,458,TAMFF4180,Balanced / FF 4 GBP,False,,False
38884,458,TAMFF4181,Balanced / FF 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift",False
38885,458,TAMFF4182,ESG Growth GBP,False,,False
38886,458,TAMFF4183i,ESG Growth GBP,False,,False
38887,458,TAMFF4184,ESG Growth GBP,False,,False
38888,458,TAMFF4185,Balanced / FF 4 GBP,False,,False
38889,458,TAMFF4187,Balanced / FF 4 GBP,False,,False
38890,458,TAMFF4188,Cautious / FF 3 GBP,False,,False
38891,458,TAMFF4189i,Cautious / FF 3 GBP,True,"assetClass_Equity, risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
38892,458,TAMFF4190i,Adventurous / FF 6 GBP,False,,False
38893,458,TAMFF4191,Growth / FF 5 GBP,False,,False
38894,458,TAMFF4192,ESG Growth GBP,False,,False
38895,458,TAMFF4193,Growth / FF 5 GBP,False,,False
38896,458,TAMFF4194,Balanced / FF 4 GBP,False,,False
38897,458,TAMFF4195,Balanced / FF 4 GBP,False,,False
38898,458,TAMFF4196i,Balanced / FF 4 GBP,False,,False
38899,458,TAMFF4197i,Balanced / FF 4 GBP,False,,False
38900,458,TAMFF4198i,Balanced / FF 4 GBP,False,,False
38901,458,TAMFF4199,Growth / FF 5 GBP,False,,False
38902,458,TAMFF4200,Growth / FF 5 GBP,False,,False
38903,458,TAMFF4201,Growth / FF 5 GBP,False,,False
38904,458,TAMFF4203AP,ESG Cautious GBP,True,", tracking error drift",False
38905,458,TAMFF4203i,ESG Cautious GBP,True,", risk drift, tracking error drift",False
38906,458,TAMFF4204,Growth / FF 5 GBP,False,,False
38907,458,TAMFF4205,Growth / FF 5 GBP,False,,False
38908,458,TAMFF4206,ESG Balanced GBP,False,,False
38909,458,TAMFF4211,Balanced / FF 4 GBP,False,,False
38910,458,TAMFF4212,Balanced / FF 4 GBP,True,"assetClass_Equity, risk drift, tracking error drift",False
38911,458,TAMFF4213i,Balanced / FF 4 GBP,False,,False
38912,458,TAMFF4214,Growth / FF 5 GBP,False,,False
38913,458,TAMFF4215i,Growth / FF 5 GBP,False,,False
38914,458,TAMFF4217,Growth / FF 5 GBP,False,,False
38915,458,TAMFF4218,ESG Growth GBP,False,,False
38916,458,TAMFF4219,ESG Growth GBP,False,,False
38917,458,TAMFF4221i,Adventurous / FF 6 GBP,False,,False
38918,458,TAMFF4222i,Balanced / FF 4 GBP,False,,False
38919,458,TAMFF4223i,Growth / FF 5 GBP,False,,False
38920,458,TAMFF4224i,Growth / FF 5 GBP,False,,False
38921,458,TAMFF4226,Adventurous / FF 6 GBP,False,,False
38922,458,TAMFF4228,Balanced / FF 4 GBP,False,,False
38923,458,TAMFF4229i,Balanced / FF 4 GBP,False,,False
38924,458,TAMFF4230i,Cautious / FF 3 GBP,False,,False
38925,458,TAMFF4235,Balanced / FF 4 GBP,False,,False
38926,458,TAMFF4236,Balanced / FF 4 GBP,False,,False
38927,458,TAMFF4237,ESG Balanced GBP,False,,False
38928,458,TAMFF4238i,Balanced / FF 4 GBP,False,,False
38929,458,TAMFF4239,Growth / FF 5 GBP,False,,False
38930,458,TAMFF4240,Balanced / FF 4 GBP,False,,False
38931,458,TAMFF4241,Growth / FF 5 GBP,False,,False
38932,458,TAMFF4242i,Balanced / FF 4 GBP,False,,False
38933,458,TAMFF4243i,Balanced / FF 4 GBP,False,,False
38934,458,TAMFF4245,Balanced / FF 4 GBP,False,,False
38935,458,TAMFF4246,Balanced / FF 4 GBP,False,,False
38936,458,TAMFF4247,ESG Cautious GBP,True,", tracking error drift",False
38937,458,TAMFF4248i,Balanced / FF 4 GBP,False,,False
38938,458,TAMFF4250,ESG Growth GBP,False,,False
38939,458,TAMFF4251,Growth / FF 5 GBP,False,,False
38940,458,TAMFF4252i,Adventurous / FF 6 GBP,False,,False
38941,458,TAMFF4255,Growth / FF 5 GBP,False,,False
38942,458,TAMFF4256,Balanced / FF 4 GBP,False,,False
38943,458,TAMFF4258,Balanced / FF 4 GBP,False,,False
38944,458,TAMFF4259,Balanced / FF 4 GBP,False,,False
38945,458,TAMFF4261,Growth / FF 5 GBP,False,,False
38946,458,TAMFF4262,Balanced / FF 4 GBP,False,,False
38947,458,TAMFF4263i,Balanced / FF 4 GBP,False,,False
38948,458,TAMFF4264,Adventurous / FF 6 GBP,False,,False
38949,458,TAMFF4265i,Adventurous / FF 6 GBP,False,,False
38950,458,TAMFF4268,Growth / FF 5 GBP,False,,False
38951,458,TAMFF4269,ESG Balanced GBP,False,,False
38952,458,TAMFF4270i,Balanced / FF 4 GBP,False,,False
38953,458,TAMFF4271i,Balanced / FF 4 GBP,False,,False
38954,458,TAMFF4274i,ESG Balanced GBP,False,,False
38955,458,TAMFF4275,Balanced / FF 4 GBP,False,,False
38956,458,TAMFF4276,Balanced / FF 4 GBP,False,,False
38957,458,TAMFF4277i,ESG Balanced GBP,False,,False
38958,458,TAMFF4278,Growth / FF 5 GBP,False,,False
38959,458,TAMFF4280,Growth / FF 5 GBP,False,,False
38960,458,TAMFF4283,Growth / FF 5 GBP,False,,False
38961,458,TAMFF4284i,ESG Growth GBP,False,,False
38962,458,TAMFF4285,Growth / FF 5 GBP,False,,False
38963,458,TAMFF4286i,ESG Growth GBP,False,,False
38964,458,TAMFF4288,Balanced / FF 4 GBP,False,,False
38965,458,TAMFF4289,Growth / FF 5 GBP,False,,False
38966,458,TAMFF4291,Balanced / FF 4 GBP,False,,False
38967,458,TAMFF4292i,ESG Balanced GBP,False,,False
38968,458,TAMFF4293,Balanced / FF 4 GBP,False,,False
38969,458,TAMFF4294i,Balanced / FF 4 GBP,False,,False
38970,458,TAMFF4297i,ESG Balanced GBP,False,,False
38971,458,TAMFF4298,Growth / FF 5 GBP,False,,False
38972,458,TAMFF4299,Speculative / FF 7 GBP,False,,False
38973,458,TAMFF4300i,Adventurous / FF 6 GBP,False,,False
38974,458,TAMFF4301i,Balanced / FF 4 GBP,False,,False
38975,458,TAMFF4305i,Growth / FF 5 GBP,False,,False
38976,458,TAMFF4306,Balanced / FF 4 GBP,False,,False
38977,458,TAMFF4307i,Balanced / FF 4 GBP,False,,False
38978,458,TAMFF4308i,Balanced / FF 4 GBP,False,,False
38979,458,TAMFF4310i,Balanced / FF 4 GBP,False,,False
38980,458,TAMFF4311i,Balanced / FF 4 GBP,False,,False
38981,458,TAMFF4312,Growth / FF 5 GBP,False,,False
38982,458,TAMFF4313,Balanced / FF 4 GBP,False,,False
38983,458,TAMFF4315,Adventurous / FF 6 GBP,False,,False
38984,458,TAMFF4316i,Growth / FF 5 GBP,False,,False
38985,458,TAMFF4317,Growth / FF 5 GBP,False,,False
38986,458,TAMFF4318,Growth / FF 5 GBP,False,,False
38987,458,TAMFF4320,Growth / FF 5 GBP,False,,False
38988,458,TAMFF4321,Growth / FF 5 GBP,False,,False
38989,458,TAMFF4322,Growth / FF 5 GBP,False,,False
38990,458,TAMFF4325,ESG Growth GBP,False,,False
38991,458,TAMFF4326i,Growth / FF 5 GBP,False,,False
38992,458,TAMFF4327,Adventurous / FF 6 GBP,False,,False
38993,458,TAMFF4329,Balanced / FF 4 GBP,False,,False
38994,458,TAMFF4330i,Growth / FF 5 GBP,False,,False
38995,458,TAMFF4331i,Growth / FF 5 GBP,False,,False
38996,458,TAMFF4332i,Growth / FF 5 GBP,False,,False
38997,458,TAMFF4334,Growth / FF 5 GBP,False,,False
38998,458,TAMFF4335i,Balanced / FF 4 GBP,False,,False
38999,458,TAMFF4337i,Cautious / FF 3 GBP,False,,False
39000,458,TAMFF4338i,Balanced / FF 4 GBP,False,,False
39001,458,TAMFF4341i,Cautious / FF 3 GBP,False,,False
39002,458,TAMFF4342i,Balanced / FF 4 GBP,False,,False
39003,458,TAMFF4343,Adventurous / FF 6 GBP,False,,False
39004,458,TAMFF4344i,Adventurous / FF 6 GBP,False,,False
39005,458,TAMFF4345i,Balanced / FF 4 GBP,False,,False
39006,458,TAMFF4346i,Growth / FF 5 GBP,False,,False
39007,458,TAMFF4347i,Balanced / FF 4 GBP,False,,False
39008,458,TAMFF4348i,Balanced / FF 4 GBP,False,,False
39009,458,TAMFF4349,Balanced / FF 4 GBP,False,,False
39010,458,TAMFF4352,Speculative / FF 7 GBP,False,,False
39011,458,TAMFF4353,Growth / FF 5 GBP,False,,False
39012,458,TAMFF4355,Balanced / FF 4 GBP,False,,False
39013,458,TAMFF4356,Balanced / FF 4 GBP,False,,False
39014,458,TAMFF4357i,Growth / FF 5 GBP,False,,False
39015,458,TAMFF4358,Growth / FF 5 GBP,False,,False
39016,458,TAMFF4360i,Cautious / FF 3 GBP,False,,False
39017,458,TAMFF4361i,ESG Growth GBP,False,,False
39018,458,TAMFF4362i,ESG Growth GBP,False,,False
39019,458,TAMFF4364,Growth / FF 5 GBP,False,,False
39020,458,TAMFF4368,Growth / FF 5 GBP,False,,False
39021,458,TAMFF4370,Growth / FF 5 GBP,False,,False
39022,458,TAMFF4371,Growth / FF 5 GBP,False,,False
39023,458,TAMFF4372,Balanced / FF 4 GBP,False,,False
39024,458,TAMFF4373,ESG Growth GBP,False,,False
39025,458,TAMFF4374,ESG Growth GBP,False,,False
39026,458,TAMFF4375,Growth / FF 5 GBP,False,,False
39027,458,TAMFF4379,Balanced / FF 4 GBP,False,,False
39028,458,TAMFF4380i,ESG Balanced GBP,False,,False
39029,458,TAMFF4381,Balanced / FF 4 GBP,False,,False
39030,458,TAMFF4382i,ESG Growth GBP,True,assetClass_Equity,False
39031,458,TAMFF4383,ESG Growth GBP,True,assetClass_Equity,False
39032,458,TAMFF4384,Growth / FF 5 GBP,False,,False
39033,458,TAMFF4385,Balanced / FF 4 GBP,False,,False
39034,458,TAMFF4386i,ESG Balanced GBP,False,,False
39035,458,TAMFF4390,Adventurous / FF 6 GBP,False,,False
39036,458,TAMFF4395i,Growth / FF 5 GBP,False,,False
39037,458,TAMFF4396,Growth / FF 5 GBP,False,,False
39038,458,TAMFF4399,Growth / FF 5 GBP,True,", risk drift, tracking error drift, non strategy volatility drift, non strategy assets drift",False
39039,458,TAMFF4400,Growth / FF 5 GBP,False,,False
39040,458,TAMFF4401i,ESG Balanced GBP,False,,False
39041,458,TAMFF4402i,Balanced / FF 4 GBP,False,,False
39042,458,TAMFF4403i,Balanced / FF 4 GBP,False,,False
39043,458,TAMFF4404i,Balanced / FF 4 GBP,False,,False
39044,458,TAMFF4405i,Balanced / FF 4 GBP,False,,False
39045,458,TAMFF4406,Growth / FF 5 GBP,False,,False
39046,458,TAMFF4407i,Growth / FF 5 GBP,False,,False
39047,458,TAMFF4408,Adventurous / FF 6 GBP,False,,False
39048,458,TAMFF4409i,Growth / FF 5 GBP,False,,False
39049,458,TAMFF4410,Balanced / FF 4 GBP,False,,False
39050,458,TAMFF4412,Balanced / FF 4 GBP,False,,False
39051,458,TAMFF4413i,Balanced / FF 4 GBP,False,,False
39052,458,TAMFF4414i,Growth / FF 5 GBP,False,,False
39053,458,TAMFF4415i,ESG Balanced GBP,False,,False
39054,458,TAMFF4417,ESG Balanced GBP,False,,False
39055,458,TAMFF4418i,ESG Balanced GBP,False,,False
39056,458,TAMFF4419,Balanced / FF 4 GBP,False,,False
39057,458,TAMFF4420,ESG Growth GBP,False,,False
39058,458,TAMFF4421,Growth / FF 5 GBP,False,,False
39059,458,TAMFF4422i,Growth / FF 5 GBP,False,,False
39060,458,TAMFF4423,Balanced / FF 4 GBP,False,,False
39061,458,TAMFF4424i,Balanced / FF 4 GBP,False,,False
39062,458,TAMFF4425,Balanced / FF 4 GBP,False,,False
39063,458,TAMFF4426i,Adventurous / FF 6 GBP,False,,False
39064,458,TAMFF4427i,Balanced / FF 4 GBP,False,,False
39065,458,TAMFF4428,Balanced / FF 4 GBP,False,,False
39066,458,TAMFF4429,Balanced / FF 4 GBP,False,,False
39067,458,TAMFF4430,Balanced / FF 4 GBP,False,,False
39068,458,TAMFF4431,Growth / FF 5 GBP,False,,False
39069,458,TAMFF4432,Growth / FF 5 GBP,False,,False
39070,458,TAMFF4433i,Adventurous / FF 6 GBP,False,,False
39071,458,TAMFF4434,Adventurous / FF 6 GBP,False,,False
39072,458,TAMFF4435i,Adventurous / FF 6 GBP,False,,False
39073,458,TAMFF4436,ESG Balanced GBP,False,,False
39074,458,TAMFF4438,Balanced / FF 4 GBP,False,,False
39075,458,TAMFF4439i,Balanced / FF 4 GBP,False,,False
39076,458,TAMFF4443,Balanced / FF 4 GBP,False,,False
39077,458,TAMFF4444,Growth / FF 5 GBP,False,,False
39078,458,TAMFF4445,Growth / FF 5 GBP,False,,False
39079,458,TAMFF4448,Growth / FF 5 GBP,False,,False
39080,458,TAMFF4449,ESG Growth GBP,False,,False
39081,458,TAMFF4450,Balanced / FF 4 GBP,False,,False
39082,458,TAMFF4453i,Growth / FF 5 GBP,False,,False
39083,458,TAMFF4454,ESG Balanced GBP,False,,False
39084,458,TAMFF4455,Growth / FF 5 GBP,False,,False
39085,458,TAMFF4457,Growth / FF 5 GBP,False,,False
39086,458,TAMFF4458i,Balanced / FF 4 GBP,False,,False
39087,458,TAMFF4459i,ESG Balanced GBP,False,,False
39088,458,TAMFF4461,Cautious / FF 3 GBP,False,,False
39089,458,TAMFF4462,Balanced / FF 4 GBP,False,,False
39090,458,TAMFF4463,Growth / FF 5 GBP,False,,False
39091,458,TAMFF4464i,Adventurous / FF 6 GBP,False,,False
39092,458,TAMFF4467i,Growth / FF 5 GBP,False,,False
39093,458,TAMFF4468i,Growth / FF 5 GBP,False,,False
39094,458,TAMFF4469,Adventurous / FF 6 GBP,False,,False
39095,458,TAMFF4470,Growth / FF 5 GBP,False,,False
39096,458,TAMFF4471,Growth / FF 5 GBP,False,,False
39097,458,TAMFF4472,Growth / FF 5 GBP,False,,False
39098,458,TAMFF4473i,Growth / FF 5 GBP,False,,False
39099,458,TAMFF4474i,Growth / FF 5 GBP,False,,False
39100,458,TAMFF4478,Balanced / FF 4 GBP,False,,False
39101,458,TAMFF4479i,Growth / FF 5 GBP,False,,False
39102,458,TAMFF4481i,Growth / FF 5 GBP,False,,False
39103,458,TAMFF4482i,Balanced / FF 4 GBP,False,,False
39104,458,TAMFF4483i,Balanced / FF 4 GBP,False,,False
39105,458,TAMFF4485,Growth / FF 5 GBP,False,,False
39106,458,TAMFF4486,Balanced / FF 4 GBP,False,,False
39107,458,TAMFF4487i,Cautious / FF 3 GBP,False,,False
39108,458,TAMFF4488i,Balanced / FF 4 GBP,False,,False
39109,458,TAMFF4489,Balanced / FF 4 GBP,False,,False
39110,458,TAMFF4490i,ESG Balanced GBP,False,,False
39111,458,TAMFF4491i,Growth / FF 5 GBP,False,,False
39112,458,TAMFF4492,Balanced / FF 4 GBP,False,,False
39113,458,TAMFF4493i,Growth / FF 5 GBP,False,,False
39114,458,TAMFF4494,Growth / FF 5 GBP,False,,False
39115,458,TAMFF4495,Growth / FF 5 GBP,False,,False
